constituency,polling_booth,votes_cast,turnout_percentage,NOTA_votes,timestamp
Kochi-3,C0123-B034,883,72.65,14,2024-05-13T12:29:00
Kochi-3,C0123-B035,716,70.98,8,2024-05-13T10:33:00
Kochi-4,C0124-B001,752,60.88,24,2024-05-13T09:42:00
Kochi-4,C0124-B002,522,60.56,25,2024-05-13T07:21:00
Kochi-4,C0124-B003,649,61.06,8,2024-05-13T16:58:00
Kochi-4,C0124-B004,611,61.86,14,2024-05-13T11:27:00
Kochi-4,C0124-B005,907,63.86,22,2024-05-13T08:53:00
Kochi-4,C0124-B006,780,58.65,5,2024-05-13T09:21:00
Kochi-4,C0124-B007,637,59.95,14,2024-05-13T11:27:00
Kochi-4,C0124-B008,568,56.39,18,2024-05-13T07:25:00
Kochi-4,C0124-B009,718,77.19,38,2024-05-13T07:52:00
Kochi-4,C0124-B010,756,57.65,32,2024-05-13T14:45:00
Kochi-4,C0124-B011,577,62.63,33,2024-05-13T12:07:00
Kochi-4,C0124-B012,1023,78.71,6,2024-05-13T08:27:00
Kochi-4,C0124-B013,768,62.41,17,2024-05-13T15:43:00
Kochi-4,C0124-B014,580,66.55,12,2024-05-13T12:30:00
Kochi-4,C0124-B015,649,69.71,35,2024-05-13T17:24:00
Kochi-4,C0124-B016,597,63.24,4,2024-05-13T12:20:00
Kochi-4,C0124-B017,649,56.18,20,2024-05-13T17:08:00
Kochi-4,C0124-B018,793,57.8,12,2024-05-13T09:48:00
Kochi-4,C0124-B019,447,62.81,19,2024-05-13T15:04:00
Kochi-4,C0124-B020,876,64.67,4,2024-05-13T07:38:00
Kochi-4,C0124-B021,587,57.35,4,2024-05-13T08:45:00
Kochi-4,C0124-B022,1148,77.32,65,2024-05-13T13:48:00
Kochi-4,C0124-B023,478,64.1,6,2024-05-13T11:26:00
Kochi-4,C0124-B024,671,65.81,17,2024-05-13T16:08:00
Kochi-4,C0124-B025,612,55.07,34,2024-05-13T07:35:00
Kochi-4,C0124-B026,892,57.46,16,2024-05-13T11:44:00
Kochi-4,C0124-B027,499,65.83,3,2024-05-13T17:22:00
Kochi-4,C0124-B028,684,64.75,23,2024-05-13T13:13:00
Kochi-4,C0124-B029,712,64.85,25,2024-05-13T09:48:00
Kochi-4,C0124-B030,448,64.76,3,2024-05-13T13:42:00
Kochi-4,C0124-B031,886,61.92,22,2024-05-13T17:37:00
Kochi-4,C0124-B032,643,53.67,21,2024-05-13T13:04:00
Kochi-4,C0124-B033,936,66.25,44,2024-05-13T07:59:00
Kochi-4,C0124-B034,683,57.84,28,2024-05-13T07:38:00
Kochi-4,C0124-B035,771,63.21,31,2024-05-13T16:34:00
Thiruvananthapuram-1,C0125-B001,1080,84.12,29,2024-05-13T16:55:00
Thiruvananthapuram-1,C0125-B002,700,68.15,35,2024-05-13T14:10:00
Thiruvananthapuram-1,C0125-B003,650,58.9,21,2024-05-13T10:58:00
Thiruvananthapuram-1,C0125-B004,727,75.63,15,2024-05-13T14:52:00
Thiruvananthapuram-1,C0125-B005,653,60.59,26,2024-05-13T14:26:00
Thiruvananthapuram-1,C0125-B006,723,61.39,3,2024-05-13T14:50:00
Thiruvananthapuram-1,C0125-B007,694,56.25,34,2024-05-13T08:13:00
Thiruvananthapuram-1,C0125-B008,791,58.74,38,2024-05-13T13:00:00
Thiruvananthapuram-1,C0125-B009,629,55.75,24,2024-05-13T12:40:00
Thiruvananthapuram-1,C0125-B010,532,57.38,6,2024-05-13T16:00:00
Thiruvananthapuram-1,C0125-B011,666,58.21,7,2024-05-13T12:54:00
Thiruvananthapuram-1,C0125-B012,459,59.87,10,2024-05-13T17:09:00
Thiruvananthapuram-1,C0125-B013,416,56.7,22,2024-05-13T08:03:00
Thiruvananthapuram-1,C0125-B014,783,60.16,13,2024-05-13T14:05:00
Thiruvananthapuram-1,C0125-B015,683,60.82,26,2024-05-13T11:46:00
Thiruvananthapuram-1,C0125-B016,769,63.87,44,2024-05-13T10:57:00
Thiruvananthapuram-1,C0125-B017,385,46.43,11,2024-05-13T14:54:00
Thiruvananthapuram-1,C0125-B018,917,55.61,6,2024-05-13T10:20:00
Thiruvananthapuram-1,C0125-B019,801,52.88,35,2024-05-13T14:53:00
Thiruvananthapuram-1,C0125-B020,677,69.32,30,2024-05-13T12:47:00
Thiruvananthapuram-1,C0125-B021,768,62.91,39,2024-05-13T11:11:00
Thiruvananthapuram-1,C0125-B022,910,56.44,25,2024-05-13T16:38:00
Thiruvananthapuram-1,C0125-B023,949,63.14,16,2024-05-13T17:44:00
Thiruvananthapuram-1,C0125-B024,608,59.87,32,2024-05-13T15:40:00
Thiruvananthapuram-1,C0125-B025,653,61.81,28,2024-05-13T16:00:00
Thiruvananthapuram-1,C0125-B026,835,63.52,37,2024-05-13T12:52:00
Thiruvananthapuram-1,C0125-B027,444,56.06,2,2024-05-13T09:36:00
Thiruvananthapuram-1,C0125-B028,898,59.8,18,2024-05-13T13:16:00
Thiruvananthapuram-1,C0125-B029,676,63.71,31,2024-05-13T10:19:00
Thiruvananthapuram-1,C0125-B030,658,66.61,4,2024-05-13T10:06:00
Thiruvananthapuram-1,C0125-B031,553,57.23,11,2024-05-13T13:15:00
Thiruvananthapuram-1,C0125-B032,915,62.55,5,2024-05-13T10:02:00
Thiruvananthapuram-1,C0125-B033,715,59.16,32,2024-05-13T07:31:00
Thiruvananthapuram-1,C0125-B034,600,52.54,15,2024-05-13T11:07:00
Thiruvananthapuram-1,C0125-B035,595,62.43,11,2024-05-13T11:15:00
Thiruvananthapuram-2,C0126-B001,695,65.22,23,2024-05-13T07:47:00
Thiruvananthapuram-2,C0126-B002,646,57.32,5,2024-05-13T11:04:00
Thiruvananthapuram-2,C0126-B003,737,58.93,15,2024-05-13T14:45:00
Thiruvananthapuram-2,C0126-B004,561,56.94,22,2024-05-13T07:34:00
Thiruvananthapuram-2,C0126-B005,542,55.98,23,2024-05-13T16:05:00
Thiruvananthapuram-2,C0126-B006,703,61.08,5,2024-05-13T08:50:00
Thiruvananthapuram-2,C0126-B007,373,53.69,6,2024-05-13T08:38:00
Thiruvananthapuram-2,C0126-B008,721,57.72,5,2024-05-13T14:46:00
Thiruvananthapuram-2,C0126-B009,469,55.27,21,2024-05-13T16:00:00
Thiruvananthapuram-2,C0126-B010,459,53.69,5,2024-05-13T17:15:00
Thiruvananthapuram-2,C0126-B011,655,60.2,32,2024-05-13T08:53:00
Thiruvananthapuram-2,C0126-B012,575,52.95,24,2024-05-13T13:01:00
Thiruvananthapuram-2,C0126-B013,896,63.61,11,2024-05-13T10:50:00
Thiruvananthapuram-2,C0126-B014,513,58.71,20,2024-05-13T11:26:00
Thiruvananthapuram-2,C0126-B015,513,55.92,25,2024-05-13T08:47:00
Thiruvananthapuram-2,C0126-B016,731,53.68,25,2024-05-13T11:53:00
Thiruvananthapuram-2,C0126-B017,760,59.0,40,2024-05-13T16:03:00
Thiruvananthapuram-2,C0126-B018,577,56.63,29,2024-05-13T16:29:00
Thiruvananthapuram-2,C0126-B019,634,58.08,32,2024-05-13T12:24:00
Thiruvananthapuram-2,C0126-B020,450,51.36,7,2024-05-13T15:28:00
Thiruvananthapuram-2,C0126-B021,453,52.8,2,2024-05-13T07:41:00
Thiruvananthapuram-2,C0126-B022,585,47.34,29,2024-05-13T12:32:00
Thiruvananthapuram-2,C0126-B023,607,59.86,22,2024-05-13T08:01:00
Thiruvananthapuram-2,C0126-B024,655,63.6,36,2024-05-13T13:36:00
Thiruvananthapuram-2,C0126-B025,560,58.77,26,2024-05-13T12:27:00
Thiruvananthapuram-2,C0126-B026,573,59.59,28,2024-05-13T16:21:00
Thiruvananthapuram-2,C0126-B027,779,60.48,7,2024-05-13T15:22:00
Thiruvananthapuram-2,C0126-B028,444,56.18,9,2024-05-13T10:32:00
Thiruvananthapuram-2,C0126-B029,688,64.66,36,2024-05-13T16:01:00
Thiruvananthapuram-2,C0126-B030,722,54.71,5,2024-05-13T14:26:00
Thiruvananthapuram-2,C0126-B031,826,60.31,11,2024-05-13T16:23:00
Thiruvananthapuram-2,C0126-B032,755,60.76,16,2024-05-13T07:49:00
Thiruvananthapuram-2,C0126-B033,591,57.58,17,2024-05-13T16:58:00
Thiruvananthapuram-2,C0126-B034,610,71.56,7,2024-05-13T15:48:00
Thiruvananthapuram-2,C0126-B035,478,53.81,6,2024-05-13T14:35:00
Thiruvananthapuram-3,C0127-B001,1106,71.62,52,2024-05-13T17:37:00
Thiruvananthapuram-3,C0127-B002,702,56.52,25,2024-05-13T08:19:00
Thiruvananthapuram-3,C0127-B003,863,71.5,33,2024-05-13T11:49:00
Thiruvananthapuram-3,C0127-B004,639,69.62,20,2024-05-13T17:13:00
Thiruvananthapuram-3,C0127-B005,361,60.42,21,2024-05-13T16:28:00
Thiruvananthapuram-3,C0127-B006,757,68.87,10,2024-05-13T13:06:00
Thiruvananthapuram-3,C0127-B007,828,67.68,39,2024-05-13T10:00:00
Thiruvananthapuram-3,C0127-B008,724,68.27,7,2024-05-13T12:29:00
Thiruvananthapuram-3,C0127-B009,542,66.16,5,2024-05-13T10:59:00
Thiruvananthapuram-3,C0127-B010,821,63.73,24,2024-05-13T15:12:00
Thiruvananthapuram-3,C0127-B011,750,68.78,16,2024-05-13T13:04:00
Thiruvananthapuram-3,C0127-B012,813,82.44,29,2024-05-13T13:51:00
Thiruvananthapuram-3,C0127-B013,970,80.57,40,2024-05-13T15:12:00
Thiruvananthapuram-3,C0127-B014,915,74.03,47,2024-05-13T11:30:00
Thiruvananthapuram-3,C0127-B015,793,78.59,20,2024-05-13T17:13:00
Thiruvananthapuram-3,C0127-B016,496,62.01,16,2024-05-13T16:25:00
Thiruvananthapuram-3,C0127-B017,746,67.06,14,2024-05-13T08:55:00
Thiruvananthapuram-3,C0127-B018,619,67.15,4,2024-05-13T16:59:00
Thiruvananthapuram-3,C0127-B019,807,73.83,5,2024-05-13T10:43:00
Thiruvananthapuram-3,C0127-B020,470,60.49,22,2024-05-13T10:17:00
Thiruvananthapuram-3,C0127-B021,666,67.91,10,2024-05-13T13:57:00
Thiruvananthapuram-3,C0127-B022,491,61.06,18,2024-05-13T11:29:00
Thiruvananthapuram-3,C0127-B023,743,67.08,35,2024-05-13T15:17:00
Thiruvananthapuram-3,C0127-B024,734,60.07,40,2024-05-13T11:19:00
Thiruvananthapuram-3,C0127-B025,740,65.6,19,2024-05-13T15:42:00
Thiruvananthapuram-3,C0127-B026,790,69.49,28,2024-05-13T16:04:00
Thiruvananthapuram-3,C0127-B027,607,62.39,22,2024-05-13T09:17:00
Thiruvananthapuram-3,C0127-B028,725,71.39,35,2024-05-13T10:06:00
Thiruvananthapuram-3,C0127-B029,809,69.46,15,2024-05-13T14:11:00
Thiruvananthapuram-3,C0127-B030,672,65.64,18,2024-05-13T17:25:00
Thiruvananthapuram-3,C0127-B031,587,59.07,24,2024-05-13T14:40:00
Thiruvananthapuram-3,C0127-B032,541,53.06,16,2024-05-13T15:13:00
Thiruvananthapuram-3,C0127-B033,573,60.15,31,2024-05-13T10:56:00
Thiruvananthapuram-3,C0127-B034,554,59.75,13,2024-05-13T17:02:00
Thiruvananthapuram-3,C0127-B035,842,78.01,4,2024-05-13T14:40:00
Thiruvananthapuram-4,C0128-B001,1086,74.64,34,2024-05-13T17:23:00
Thiruvananthapuram-4,C0128-B002,971,66.7,42,2024-05-13T14:25:00
Thiruvananthapuram-4,C0128-B003,637,65.96,9,2024-05-13T15:00:00
Thiruvananthapuram-4,C0128-B004,669,62.9,24,2024-05-13T14:55:00
Thiruvananthapuram-4,C0128-B005,876,74.17,8,2024-05-13T14:49:00
Thiruvananthapuram-4,C0128-B006,609,69.95,10,2024-05-13T16:02:00
Thiruvananthapuram-4,C0128-B007,622,69.65,23,2024-05-13T15:01:00
Thiruvananthapuram-4,C0128-B008,833,75.91,28,2024-05-13T07:45:00
Thiruvananthapuram-4,C0128-B009,591,71.99,12,2024-05-13T14:11:00
Thiruvananthapuram-4,C0128-B010,784,68.23,42,2024-05-13T16:14:00
Thiruvananthapuram-4,C0128-B011,585,70.06,11,2024-05-13T09:26:00
Thiruvananthapuram-4,C0128-B012,670,65.53,23,2024-05-13T11:15:00
Thiruvananthapuram-4,C0128-B013,646,70.45,18,2024-05-13T11:28:00
Thiruvananthapuram-4,C0128-B014,628,74.25,35,2024-05-13T13:12:00
Thiruvananthapuram-4,C0128-B015,754,70.34,32,2024-05-13T14:19:00
Thiruvananthapuram-4,C0128-B016,906,71.37,18,2024-05-13T13:35:00
Thiruvananthapuram-4,C0128-B017,602,69.56,14,2024-05-13T10:45:00
Thiruvananthapuram-4,C0128-B018,597,71.14,10,2024-05-13T08:09:00
Thiruvananthapuram-4,C0128-B019,703,69.23,20,2024-05-13T09:02:00
Thiruvananthapuram-4,C0128-B020,757,67.88,43,2024-05-13T10:23:00
Thiruvananthapuram-4,C0128-B021,656,73.41,20,2024-05-13T08:27:00
Thiruvananthapuram-4,C0128-B022,837,65.77,10,2024-05-13T12:29:00
Thiruvananthapuram-4,C0128-B023,654,73.58,33,2024-05-13T08:37:00
Thiruvananthapuram-4,C0128-B024,690,68.74,8,2024-05-13T17:26:00
Thiruvananthapuram-4,C0128-B025,740,87.39,37,2024-05-13T09:34:00
Thiruvananthapuram-4,C0128-B026,737,69.33,40,2024-05-13T16:55:00
Thiruvananthapuram-4,C0128-B027,548,67.8,26,2024-05-13T13:43:00
Thiruvananthapuram-4,C0128-B028,754,66.06,23,2024-05-13T17:54:00
Thiruvananthapuram-4,C0128-B029,704,61.93,24,2024-05-13T13:18:00
Thiruvananthapuram-4,C0128-B030,906,68.13,30,2024-05-13T07:07:00
Thiruvananthapuram-4,C0128-B031,704,72.5,13,2024-05-13T07:07:00
Thiruvananthapuram-4,C0128-B032,759,69.28,25,2024-05-13T09:21:00
Thiruvananthapuram-4,C0128-B033,588,68.59,22,2024-05-13T07:40:00
Thiruvananthapuram-4,C0128-B034,603,65.29,23,2024-05-13T13:28:00
Thiruvananthapuram-4,C0128-B035,624,67.47,10,2024-05-13T12:56:00
Kozhikode-1,C0129-B001,543,46.79,13,2024-05-13T16:31:00
Kozhikode-1,C0129-B002,362,47.03,21,2024-05-13T17:50:00
Kozhikode-1,C0129-B003,543,44.08,7,2024-05-13T08:50:00
Kozhikode-1,C0129-B004,629,72.47,10,2024-05-13T09:57:00
Kozhikode-1,C0129-B005,470,48.1,6,2024-05-13T10:35:00
Kozhikode-1,C0129-B006,433,40.63,20,2024-05-13T10:50:00
Kozhikode-1,C0129-B007,654,49.41,33,2024-05-13T10:08:00
Kozhikode-1,C0129-B008,388,44.29,15,2024-05-13T08:02:00
Kozhikode-1,C0129-B009,447,51.03,18,2024-05-13T11:54:00
Kozhikode-1,C0129-B010,523,48.77,5,2024-05-13T17:32:00
Kozhikode-1,C0129-B011,517,39.79,10,2024-05-13T15:04:00
Kozhikode-1,C0129-B012,316,41.95,5,2024-05-13T11:12:00
Kozhikode-1,C0129-B013,687,49.89,34,2024-05-13T10:39:00
Kozhikode-1,C0129-B014,448,44.17,19,2024-05-13T15:37:00
Kozhikode-1,C0129-B015,699,48.34,18,2024-05-13T15:14:00
Kozhikode-1,C0129-B016,633,55.44,11,2024-05-13T13:40:00
Kozhikode-1,C0129-B017,614,56.73,5,2024-05-13T17:52:00
Kozhikode-1,C0129-B018,451,49.8,22,2024-05-13T16:41:00
Kozhikode-1,C0129-B019,492,47.12,18,2024-05-13T12:34:00
Kozhikode-1,C0129-B020,439,47.8,2,2024-05-13T13:42:00
Kozhikode-1,C0129-B021,483,42.11,13,2024-05-13T09:53:00
Kozhikode-1,C0129-B022,468,41.27,16,2024-05-13T09:14:00
Kozhikode-1,C0129-B023,559,58.53,8,2024-05-13T08:44:00
Kozhikode-1,C0129-B024,887,60.57,50,2024-05-13T09:32:00
Kozhikode-1,C0129-B025,612,53.56,19,2024-05-13T07:40:00
Kozhikode-1,C0129-B026,516,58.77,8,2024-05-13T10:39:00
Kozhikode-1,C0129-B027,504,44.84,29,2024-05-13T17:54:00
Kozhikode-1,C0129-B028,628,51.47,24,2024-05-13T09:20:00
Kozhikode-1,C0129-B029,467,48.37,8,2024-05-13T09:41:00
Kozhikode-1,C0129-B030,450,44.19,4,2024-05-13T07:57:00
Kozhikode-1,C0129-B031,548,51.33,19,2024-05-13T10:14:00
Kozhikode-1,C0129-B032,319,45.0,17,2024-05-13T07:27:00
Kozhikode-1,C0129-B033,548,45.75,6,2024-05-13T17:42:00
Kozhikode-1,C0129-B034,516,50.31,11,2024-05-13T08:39:00
Kozhikode-1,C0129-B035,571,41.74,14,2024-05-13T10:49:00
Kozhikode-2,C0130-B001,883,70.05,20,2024-05-13T13:26:00
Kozhikode-2,C0130-B002,748,61.74,14,2024-05-13T11:41:00
Kozhikode-2,C0130-B003,634,56.86,6,2024-05-13T12:03:00
Kozhikode-2,C0130-B004,829,69.88,42,2024-05-13T14:22:00
Kozhikode-2,C0130-B005,782,64.38,39,2024-05-13T17:08:00
Kozhikode-2,C0130-B006,874,61.87,12,2024-05-13T13:27:00
Kozhikode-2,C0130-B007,742,69.19,7,2024-05-13T07:20:00
Kozhikode-2,C0130-B008,435,61.47,11,2024-05-13T07:57:00
Kozhikode-2,C0130-B009,741,64.22,21,2024-05-13T17:41:00
Kozhikode-2,C0130-B010,644,73.01,29,2024-05-13T14:40:00
Kozhikode-2,C0130-B011,634,59.76,19,2024-05-13T14:07:00
Kozhikode-2,C0130-B012,641,68.91,17,2024-05-13T08:59:00
Kozhikode-2,C0130-B013,933,58.88,51,2024-05-13T10:07:00
Kozhikode-2,C0130-B014,576,63.93,26,2024-05-13T09:28:00
Kozhikode-2,C0130-B015,846,73.02,9,2024-05-13T17:05:00
Kozhikode-2,C0130-B016,661,64.0,9,2024-05-13T07:59:00
Kozhikode-2,C0130-B017,594,55.14,34,2024-05-13T11:04:00
Kozhikode-2,C0130-B018,565,61.25,18,2024-05-13T10:12:00
Kozhikode-2,C0130-B019,867,69.41,38,2024-05-13T09:15:00
Kozhikode-2,C0130-B020,678,59.34,6,2024-05-13T12:47:00
Kozhikode-2,C0130-B021,827,61.75,48,2024-05-13T15:20:00
Kozhikode-2,C0130-B022,906,76.32,39,2024-05-13T12:28:00
Kozhikode-2,C0130-B023,548,59.39,31,2024-05-13T10:29:00
Kozhikode-2,C0130-B024,693,65.83,25,2024-05-13T15:33:00
Kozhikode-2,C0130-B025,1019,73.73,15,2024-05-13T08:37:00
Kozhikode-2,C0130-B026,445,68.47,14,2024-05-13T13:37:00
Kozhikode-2,C0130-B027,575,67.11,20,2024-05-13T17:47:00
Kozhikode-2,C0130-B028,646,80.06,7,2024-05-13T11:15:00
Kozhikode-2,C0130-B029,1029,63.74,15,2024-05-13T15:50:00
Kozhikode-2,C0130-B030,903,66.57,23,2024-05-13T07:26:00
Kozhikode-2,C0130-B031,991,60.52,40,2024-05-13T12:07:00
Kozhikode-2,C0130-B032,677,68.4,29,2024-05-13T10:37:00
Kozhikode-2,C0130-B033,736,67.69,6,2024-05-13T14:41:00
Kozhikode-2,C0130-B034,1006,75.13,12,2024-05-13T08:02:00
Kozhikode-2,C0130-B035,632,68.08,23,2024-05-13T07:20:00
Kozhikode-3,C0131-B001,726,69.44,6,2024-05-13T08:45:00
Kozhikode-3,C0131-B002,1088,78.11,37,2024-05-13T12:17:00
Kozhikode-3,C0131-B003,1047,75.17,11,2024-05-13T13:59:00
Kozhikode-3,C0131-B004,710,67.31,27,2024-05-13T11:45:00
Kozhikode-3,C0131-B005,844,69.81,21,2024-05-13T16:06:00
Kozhikode-3,C0131-B006,934,71.36,47,2024-05-13T11:06:00
Kozhikode-3,C0131-B007,950,69.95,32,2024-05-13T15:24:00
Kozhikode-3,C0131-B008,926,67.66,35,2024-05-13T14:39:00
Kozhikode-3,C0131-B009,643,67.44,32,2024-05-13T08:20:00
Kozhikode-3,C0131-B010,843,71.36,27,2024-05-13T10:23:00
Kozhikode-3,C0131-B011,650,70.42,11,2024-05-13T15:23:00
Kozhikode-3,C0131-B012,761,69.27,25,2024-05-13T07:23:00
Kozhikode-3,C0131-B013,963,85.02,25,2024-05-13T11:34:00
Kozhikode-3,C0131-B014,567,63.51,18,2024-05-13T15:41:00
Kozhikode-3,C0131-B015,696,70.43,11,2024-05-13T08:23:00
Kozhikode-3,C0131-B016,603,65.06,23,2024-05-13T17:55:00
Kozhikode-3,C0131-B017,824,83.96,5,2024-05-13T16:10:00
Kozhikode-3,C0131-B018,822,71.68,12,2024-05-13T16:10:00
Kozhikode-3,C0131-B019,790,62.97,13,2024-05-13T15:01:00
Kozhikode-3,C0131-B020,655,70.95,28,2024-05-13T17:41:00
Kozhikode-3,C0131-B021,505,70.07,24,2024-05-13T12:12:00
Kozhikode-3,C0131-B022,602,66.38,14,2024-05-13T15:19:00
Kozhikode-3,C0131-B023,716,74.17,15,2024-05-13T14:21:00
Kozhikode-3,C0131-B024,834,71.97,21,2024-05-13T12:33:00
Kozhikode-3,C0131-B025,691,63.32,6,2024-05-13T13:53:00
Kozhikode-3,C0131-B026,484,68.84,28,2024-05-13T11:27:00
Kozhikode-3,C0131-B027,570,70.79,18,2024-05-13T12:18:00
Kozhikode-3,C0131-B028,687,71.35,37,2024-05-13T15:42:00
Kozhikode-3,C0131-B029,693,71.24,16,2024-05-13T13:07:00
Kozhikode-3,C0131-B030,636,65.35,12,2024-05-13T16:12:00
Kozhikode-3,C0131-B031,809,67.37,39,2024-05-13T15:17:00
Kozhikode-3,C0131-B032,832,75.32,21,2024-05-13T09:27:00
Kozhikode-3,C0131-B033,898,78.23,49,2024-05-13T10:55:00
Kozhikode-3,C0131-B034,1008,72.32,40,2024-05-13T09:26:00
Kozhikode-3,C0131-B035,407,73.35,10,2024-05-13T15:36:00
Kozhikode-4,C0132-B001,715,55.96,25,2024-05-13T16:48:00
Kozhikode-4,C0132-B002,859,73.21,39,2024-05-13T10:04:00
Kozhikode-4,C0132-B003,373,54.76,9,2024-05-13T17:03:00
Kozhikode-4,C0132-B004,655,49.33,27,2024-05-13T13:12:00
Kozhikode-4,C0132-B005,478,46.05,22,2024-05-13T11:03:00
Kozhikode-4,C0132-B006,727,65.53,5,2024-05-13T10:12:00
Kozhikode-4,C0132-B007,692,62.65,14,2024-05-13T14:01:00
Kozhikode-4,C0132-B008,771,58.87,23,2024-05-13T17:04:00
Kozhikode-4,C0132-B009,501,59.68,18,2024-05-13T10:41:00
Kozhikode-4,C0132-B010,470,50.51,20,2024-05-13T14:09:00
Kozhikode-4,C0132-B011,412,50.17,8,2024-05-13T07:56:00
Kozhikode-4,C0132-B012,397,58.86,18,2024-05-13T11:21:00
Kozhikode-4,C0132-B013,952,72.96,36,2024-05-13T08:25:00
Kozhikode-4,C0132-B014,952,57.5,41,2024-05-13T11:53:00
Kozhikode-4,C0132-B015,592,63.01,31,2024-05-13T16:14:00
Kozhikode-4,C0132-B016,606,59.08,9,2024-05-13T11:50:00
Kozhikode-4,C0132-B017,785,52.46,33,2024-05-13T13:02:00
Kozhikode-4,C0132-B018,639,52.18,27,2024-05-13T07:02:00
Kozhikode-4,C0132-B019,463,50.33,15,2024-05-13T14:05:00
Kozhikode-4,C0132-B020,942,73.9,29,2024-05-13T11:18:00
Kozhikode-4,C0132-B021,614,60.77,16,2024-05-13T12:04:00
Kozhikode-4,C0132-B022,601,55.95,23,2024-05-13T11:55:00
Kozhikode-4,C0132-B023,716,62.41,33,2024-05-13T15:29:00
Kozhikode-4,C0132-B024,624,59.07,4,2024-05-13T08:40:00
Kozhikode-4,C0132-B025,866,58.64,27,2024-05-13T11:39:00
Kozhikode-4,C0132-B026,532,60.88,19,2024-05-13T12:16:00
Kozhikode-4,C0132-B027,605,49.52,6,2024-05-13T16:51:00
Kozhikode-4,C0132-B028,838,55.44,39,2024-05-13T13:25:00
Kozhikode-4,C0132-B029,690,55.48,8,2024-05-13T07:58:00
Kozhikode-4,C0132-B030,813,60.99,45,2024-05-13T10:50:00
Kozhikode-4,C0132-B031,640,57.65,14,2024-05-13T17:31:00
Kozhikode-4,C0132-B032,822,59.41,41,2024-05-13T07:18:00
Kozhikode-4,C0132-B033,543,57.41,20,2024-05-13T16:58:00
Kozhikode-4,C0132-B034,605,55.61,10,2024-05-13T13:27:00
Kozhikode-4,C0132-B035,1041,75.91,19,2024-05-13T15:56:00
Ludhiana-1,C0133-B001,554,51.42,22,2024-05-13T11:00:00
Ludhiana-1,C0133-B002,663,61.52,26,2024-05-13T09:05:00
Ludhiana-1,C0133-B003,394,50.51,5,2024-05-13T15:20:00
Ludhiana-1,C0133-B004,694,54.27,31,2024-05-13T10:02:00
Ludhiana-1,C0133-B005,501,58.09,14,2024-05-13T14:59:00
Ludhiana-1,C0133-B006,920,58.85,31,2024-05-13T13:41:00
Ludhiana-1,C0133-B007,526,51.88,18,2024-05-13T15:34:00
Ludhiana-1,C0133-B008,574,48.37,6,2024-05-13T09:16:00
Ludhiana-1,C0133-B009,657,53.35,4,2024-05-13T08:57:00
Ludhiana-1,C0133-B010,613,48.39,29,2024-05-13T09:00:00
Ludhiana-1,C0133-B011,582,55.08,7,2024-05-13T11:49:00
Ludhiana-1,C0133-B012,613,59.09,14,2024-05-13T17:18:00
Ludhiana-1,C0133-B013,525,43.74,21,2024-05-13T12:27:00
Ludhiana-1,C0133-B014,422,56.06,4,2024-05-13T11:53:00
Ludhiana-1,C0133-B015,629,58.56,21,2024-05-13T16:21:00
Ludhiana-1,C0133-B016,553,55.22,30,2024-05-13T08:45:00
Ludhiana-1,C0133-B017,690,50.73,39,2024-05-13T11:41:00
Ludhiana-1,C0133-B018,448,43.11,25,2024-05-13T12:36:00
Ludhiana-1,C0133-B019,751,52.52,37,2024-05-13T16:30:00
Ludhiana-1,C0133-B020,589,53.34,22,2024-05-13T15:20:00
Ludhiana-1,C0133-B021,611,58.05,24,2024-05-13T09:06:00
Ludhiana-1,C0133-B022,465,51.2,5,2024-05-13T14:41:00
Ludhiana-1,C0133-B023,695,65.09,39,2024-05-13T10:00:00
Ludhiana-1,C0133-B024,667,55.84,33,2024-05-13T09:17:00
Ludhiana-1,C0133-B025,742,57.36,30,2024-05-13T16:13:00
Ludhiana-1,C0133-B026,869,54.93,46,2024-05-13T11:30:00
Ludhiana-1,C0133-B027,557,54.97,18,2024-05-13T10:12:00
Ludhiana-1,C0133-B028,472,43.69,26,2024-05-13T16:54:00
Ludhiana-1,C0133-B029,374,50.15,9,2024-05-13T07:59:00
Ludhiana-1,C0133-B030,762,56.21,18,2024-05-13T12:06:00
Ludhiana-1,C0133-B031,472,48.68,12,2024-05-13T08:25:00
Ludhiana-1,C0133-B032,464,56.05,3,2024-05-13T16:52:00
Ludhiana-1,C0133-B033,597,55.26,24,2024-05-13T14:03:00
Ludhiana-1,C0133-B034,410,49.45,12,2024-05-13T15:48:00
Ludhiana-1,C0133-B035,573,60.48,25,2024-05-13T14:31:00
Ludhiana-2,C0134-B001,523,60.91,6,2024-05-13T12:57:00
Ludhiana-2,C0134-B002,519,54.53,29,2024-05-13T16:47:00
Ludhiana-2,C0134-B003,729,67.7,15,2024-05-13T14:26:00
Ludhiana-2,C0134-B004,575,53.75,17,2024-05-13T09:17:00
Ludhiana-2,C0134-B005,415,47.87,14,2024-05-13T15:14:00
Ludhiana-2,C0134-B006,506,63.33,29,2024-05-13T13:18:00
Ludhiana-2,C0134-B007,537,45.1,16,2024-05-13T09:10:00
Ludhiana-2,C0134-B008,542,56.76,20,2024-05-13T07:51:00
Ludhiana-2,C0134-B009,509,38.77,3,2024-05-13T13:57:00
Ludhiana-2,C0134-B010,644,51.2,28,2024-05-13T16:33:00
Ludhiana-2,C0134-B011,684,52.41,21,2024-05-13T15:39:00
